,id,forward,incline,layer,side,street_name,surface,width,length,v_coordinates,u_coordinates,adjacent_parks
1319,30159,1.0,10,0,SW,WOODLAWN AVE NE,concrete,2.2352,62.63448029084047,"[-122.32483658066434, 47.68056118233731]","[-122.32519406252844, 47.68107040301314]",[]
1320,30168,0.0,-77,0,S,N 60TH ST,concrete,1.8288,98.88173397161263,"[-122.33098671421853, 47.67224467177172]","[-122.3323038521847, 47.67225397068998]",[]
1321,30174,0.0,21,0,S,N 66TH ST,concrete,1.8288,178.51576086736637,"[-122.34743891377816, 47.67682430731227]","[-122.34981705040117, 47.676838676095144]",[]
1322,30320,1.0,-1,0,N,NE 68TH ST,concrete,1.8288,67.64090099587554,"[-122.32344608573594, 47.677721640440936]","[-122.32257976165437, 47.677889181262024]",[]
1323,30331,1.0,22,0,W,FREMONT AVE N,concrete,1.8288,70.98030453940781,"[-122.34997524475577, 47.681108569635235]","[-122.34997405539063, 47.68174720915212]",[]
1324,30346,0.0,44,0,E,WALLINGFORD AVE N,concrete,1.8288,47.84877522122514,"[-122.33708710829146, 47.67123792456593]","[-122.33694904740807, 47.67081762934351]",[]
1325,30365,1.0,-37,0,W,MERIDIAN AVE N,concrete,1.8288,60.368750946890316,"[-122.3336228414774, 47.6745137293458]","[-122.33361799638625, 47.67505688266234]",[]
1326,30366,1.0,0,0,W,MERIDIAN AVE N,concrete,1.8288,6.168822356411216,"[-122.33362333656737, 47.674458226847456]","[-122.3336228414774, 47.6745137293458]",[]
1327,30377,0.0,-33,0,E,6TH AVE NE,concrete,0.8128,65.95334413017724,"[-122.32168526523199, 47.68084467887708]","[-122.32167495868475, 47.68025131083228]",[]
1328,30378,0.0,0,0,E,6TH AVE NE,concrete,0.8128,6.34455179519811,"[-122.32168625670535, 47.6809017594411]","[-122.32168526523199, 47.68084467887708]",[]
1329,30388,1.0,-18,0,SW,PHINNEY AVE N,concrete,1.8288,23.878244822012043,"[-122.35440309326583, 47.66513673848573]","[-122.35446636514448, 47.66520509395014]",[]
1330,30398,1.0,54,0,W,8TH AVE NE,concrete,1.8288,66.64531886005801,"[-122.32029185542613, 47.68394156818058]","[-122.32030119884723, 47.6845411693642]",[]
1331,30400,1.0,-54,0,N,N 62ND ST,concrete,1.8288,96.00366777666294,"[-122.3542289642335, 47.67392312090693]","[-122.35295022904506, 47.67393759070648]",[]
1332,30426,1.0,-18,0,W,AURORA AVE N,concrete,2.286,732.2190455389763,"[-122.34746294391788, 47.66507235060487]","[-122.34741115081937, 47.67166035769466]",['WOODLAND PARK ZOO']
1333,30427,1.0,40,0,W,FREMONT AVE N,concrete,1.8288,69.34848731309806,"[-122.34997453040734, 47.68480932368804]","[-122.3499786831666, 47.68543327485337]",[]
1334,30469,1.0,-4,0,NE,NE RAVENNA BLVD,concrete,1.8288,165.04199329625746,"[-122.32464227555215, 47.67896761915758]","[-122.32344608573594, 47.677721640440936]",[]
1335,30503,0.0,9,0,SW,NE RAVENNA BLVD,N/A,1.2191999999999998,79.3941909892019,"[-122.32521489392258, 47.67894069239639]","[-122.32565799747114, 47.67958933511742]",[]
1336,30549,1.0,-47,0,W,5TH AVE NE,concrete,1.8288,154.84410966937293,"[-122.32349409455445, 47.67441116480411]","[-122.32347083574732, 47.67580427276544]",[]
1337,30556,0.0,48,0,S,NE 55TH ST,concrete,1.8288,42.1200327083047,"[-122.32072238223306, 47.66854313583046]","[-122.3212834148714, 47.66854548158324]",[]
1338,30603,0.0,-3,0,E,WOODLAWN AVE N,concrete,1.8288,70.06376908330508,"[-122.33838945129642, 47.668630963180085]","[-122.33839598692089, 47.668000584301296]",[]
1339,30615,0.0,-49,0,S,N 52ND ST,concrete,1.8288,149.5556090091384,"[-122.33159501623105, 47.666424821832194]","[-122.333586938093, 47.666438084710705]",[]
1340,30624,0.0,14,0,E,PHINNEY AVE N,concrete,1.8288,181.1221398260618,"[-122.3544646727088, 47.67768032029282]","[-122.3543785970188, 47.677619210963684]",[]
1341,30695,1.0,12,0,SW,BANNER WAY NE,asphalt,1.524,67.05663184389765,"[-122.32456915786992, 47.686250575121015]","[-122.32515742865756, 47.68670469511358]",[]
1342,30696,1.0,12,0,SW,BANNER WAY NE,asphalt,1.524,21.279068575784994,"[-122.32438248414225, 47.68610646868036]","[-122.32456915786992, 47.686250575121015]",[]
1343,30708,0.0,0,0,S,NE 75TH ST,concrete,1.8288,6.169772709203604,"[-122.32012205945009, 47.68307161068759]","[-122.32020422651141, 47.683073293666155]",[]
1344,30709,0.0,-25,0,S,NE 75TH ST,concrete,1.8288,109.57437297720757,"[-122.31866278395307, 47.68304171140571]","[-122.32012205945009, 47.68307161068759]",[]
1345,30756,0.0,40,0,E,MERIDIAN AVE N,concrete,1.8288,49.39082907320474,"[-122.33345624150152, 47.67418985792547]","[-122.3334587849897, 47.67374547101958]",[]
1346,30761,0.0,0,0,E,MERIDIAN AVE N,concrete,1.8288,1.7116548232178428,"[-122.3334651780985, 47.67299326332352]","[-122.33346533568465, 47.67297786320466]",[]
1347,30762,0.0,22,0,E,MERIDIAN AVE N,concrete,1.8288,17.090613941346632,"[-122.33346360461688, 47.67314703117355]","[-122.3334651780985, 47.67299326332352]",[]
1348,30855,1.0,39,0,N,N 51ST ST,concrete,1.8288,184.28652933857256,"[-122.33359234508535, 47.665827336894324]","[-122.33113790026115, 47.66580922508642]",[]
1349,30867,1.0,2,0,W,FREMONT AVE N,concrete,1.8288,90.09561034596278,"[-122.34998158403472, 47.677854468494864]","[-122.35003662973851, 47.67866424464469]",[]
1350,30882,0.0,78,0,S,N 62ND ST,concrete,1.8288,97.20708421039859,"[-122.35148961584801, 47.67382127195506]","[-122.35278454172789, 47.67382579098707]",[]
1351,30896,1.0,-117,0,W,EVANSTON AVE N,concrete,1.8288,66.79975943701201,"[-122.35148881939867, 47.673933709870425]","[-122.35148435525565, 47.67453472901942]",[]
1352,30918,0.0,-38,0,E,LINDEN AVE N,concrete,1.8288,68.51781092944954,"[-122.34713015271767, 47.6847074158392]","[-122.34713091494133, 47.68409093261251]",[]
1353,30925,0.0,0,0,E,AURORA AVE N,concrete,1.5748,6.284790541831021,"[-122.34431395595124, 47.68335824971427]","[-122.34431383337055, 47.68330170288607]",[]
1354,30926,0.0,-30,0,E,AURORA AVE N,concrete,1.5748,69.2694505955837,"[-122.34431530698147, 47.68398149522505]","[-122.34431395595124, 47.68335824971427]",[]
1355,31101,0.0,-50,0,S,NE 80TH ST,concrete,1.8288,187.96753353530548,"[-122.32033447912184, 47.68669618833243]","[-122.32283880919412, 47.68672179608593]",[]
1356,31138,0.0,-3,0,E,LATONA AVE NE,concrete,1.8288,57.97593928922452,"[-122.3255436486465, 47.68559032583395]","[-122.32553504967264, 47.68506872546466]",[]
1357,31144,0.0,6,0,E,8TH AVE NE,concrete,1.8288,226.5912758485805,"[-122.31944406438518, 47.6670641422902]","[-122.31945815754241, 47.6650254266104]",[]
1358,31302,1.0,-20,0,N,NE 65TH ST,concrete,1.8288,17.975601938925283,"[-122.32274325882607, 47.67595292818808]","[-122.32250379973883, 47.67595132274718]",[]
1359,31303,1.0,0,0,N,NE 65TH ST,concrete,1.8288,6.987588840703847,"[-122.32283634287124, 47.67595355213028]","[-122.32274325882607, 47.67595292818808]",[]
1360,31351,1.0,88,0,N,N 63RD ST,concrete,1.8288,153.30738163426102,"[-122.33299430163547, 47.674507797764186]","[-122.33095225808812, 47.67448571796962]",[]
1361,31401,0.0,11,0,S,N 73RD ST,concrete,1.8288,239.15089471508995,"[-122.34662122671935, 47.68174699696903]","[-122.34980755415236, 47.6817471769759]",[]
1362,31432,0.0,-2,0,E,8TH AVE NE,concrete,1.2191999999999998,51.77185047372171,"[-122.31995295767484, 47.676397694170575]","[-122.31993616126809, 47.67593201979987]",[]
1363,31490,1.0,3,0,W,WOODLAWN AVE N,concrete,1.8288,70.06145012555093,"[-122.3385624495691, 47.66800045884555]","[-122.33855591616532, 47.66863081687929]",[]
1364,31535,1.0,-49,0,SW,KEYSTONE PL N,concrete,1.8288,203.22578975459194,"[-122.33313516411945, 47.66876423159236]","[-122.33423241403317, 47.67043580065551]",[]
1365,31536,1.0,1,0,SW,KEYSTONE PL N,concrete,1.8288,76.5440594100547,"[-122.33113790026115, 47.66580922508642]","[-122.33159501623105, 47.666424821832194]",[]
1366,31542,0.0,-41,0,S,NE 72ND ST,concrete,1.3208,123.28736633999516,"[-122.3229909269584, 47.6807577959643]","[-122.32456363144667, 47.68043769963177]",[]
1367,31563,0.0,3,0,S,N 77TH ST,concrete,1.8288,77.54997012023544,"[-122.33050388421746, 47.68501541589526]","[-122.33153703676565, 47.685027212051054]",[]
1368,31657,1.0,0,0,NW,EAST GREEN LAKE WAY N,N/A,2.1336,1.5312467480474414,"[-122.33278558743625, 47.676004652922416]","[-122.3327739130173, 47.67601595094334]",['GREEN LAKE PARK']
1369,31658,1.0,7,0,NW,EAST GREEN LAKE WAY N,N/A,2.1336,83.73452991937904,"[-122.33345759819514, 47.675404014854166]","[-122.3333186304871, 47.67551015681183]",['GREEN LAKE PARK']
1370,31659,1.0,7,0,NW,EAST GREEN LAKE WAY N,N/A,2.1336,14.192243445960768,"[-122.33360197258865, 47.6753222850754]","[-122.33348844165926, 47.675380456884554]",['GREEN LAKE PARK']
1371,31698,0.0,10,0,S,NE 58TH ST,concrete,1.8288,188.3407021566929,"[-122.32564354453353, 47.67078186551983]","[-122.32815223772432, 47.670799402664706]",[]
1372,31705,0.0,14,0,SW,N 75TH ST,concrete,1.8288,77.48409997218062,"[-122.3326913378587, 47.683564070742996]","[-122.33281910039864, 47.68362363561536]",[]
1373,31719,0.0,29,0,S,N 61ST ST,concrete,1.8288,96.03465627282874,"[-122.35295581482562, 47.67311360305417]","[-122.35423511242266, 47.673117008921295]",[]
1374,31742,0.0,24,0,NE,KEYSTONE PL N,concrete,1.8288,80.70525938378915,"[-122.33239950750009, 47.66792416370234]","[-122.33196436933262, 47.66726017270409]",[]
1375,31743,0.0,0,0,NE,KEYSTONE PL N,concrete,1.8288,4.029358838745623,"[-122.33242123286261, 47.66795731463299]","[-122.33239950750009, 47.66792416370234]",[]
1376,31767,1.0,-98,0,N,NE 58TH ST,concrete,1.8288,188.1631785682372,"[-122.32541849941667, 47.67089273675879]","[-122.32291216720552, 47.670875203154864]",[]
1377,31805,1.0,-39,0,N,NE 64TH ST,concrete,1.8288,188.21139906435164,"[-122.32808279122106, 47.675221896557524]","[-122.32557581145267, 47.675194134970255]",[]
1378,31865,0.0,61,0,S,N 73RD ST,concrete,1.8288,123.12879918899701,"[-122.34465358916023, 47.68173711817724]","[-122.34629403743416, 47.681746431066884]",[]
1379,31911,0.0,-32,0,S,N 60TH ST,concrete,1.8288,189.48076572797402,"[-122.32829630639263, 47.67222567235115]","[-122.33082025265976, 47.67224349681724]",[]
1380,31947,1.0,68,0,NW,4TH AVE NE,concrete,1.8288,72.2918558367161,"[-122.32666667325543, 47.68123061503481]","[-122.32601110665242, 47.6817071434782]",[]
1381,31985,1.0,25,0,W,AURORA AVE N,concrete,1.778,49.67740649517535,"[-122.34464887389115, 47.68279851211687]","[-122.34464887529751, 47.68324548055562]",[]
1382,32028,1.0,-32,0,N,N 77TH ST,concrete,1.8288,133.33944535132753,"[-122.34171035344401, 47.68481679258306]","[-122.33993370797167, 47.68481370246957]",[]
1383,32118,0.0,-36,0,E,FREMONT AVE N,concrete,1.8288,68.34482546174952,"[-122.34980239092384, 47.6839691787539]","[-122.34979740288097, 47.68335426073326]",[]
1384,32162,0.0,51,0,E,MERIDIAN AVE N,concrete,1.8288,46.79710890618989,"[-122.3334713145459, 47.67226216879419]","[-122.33347510693109, 47.6718411230183]",[]
1385,32176,1.0,47,0,NW,4TH AVE NE,concrete,1.8288,199.73849051159323,"[-122.32587026099732, 47.68180968623878]","[-122.32406189729288, 47.683128165979724]",[]
1386,32187,0.0,-68,0,E,SUNNYSIDE AVE N,concrete,1.8288,58.1376549303458,"[-122.32928028421063, 47.68319612246499]","[-122.32947927436607, 47.68269058879348]",[]
1387,32204,1.0,0,0,N,NE 50TH ST,concrete,0.9144,6.115635059625074,"[-122.32513475872439, 47.66505487042271]","[-122.32505330582423, 47.6650544290098]",[]
1388,32205,1.0,-45,0,N,NE 50TH ST,concrete,0.9144,28.592293770713354,"[-122.32551557369929, 47.665056933383624]","[-122.32513475872439, 47.66505487042271]",[]
1389,32213,0.0,44,0,E,7TH AVE NE,concrete,1.8288,150.95630871533098,"[-122.32055591057714, 47.66854219843617]","[-122.32060282743055, 47.66718435050912]",[]
1390,32300,1.0,0,0,NW,EAST GREEN LAKE WAY N,N/A,1.524,6.643007637670451,"[-122.33578328331991, 47.67370243143101]","[-122.33572796271214, 47.67374908309192]",['GREEN LAKE PARK']
1391,32301,1.0,-5,0,NW,EAST GREEN LAKE WAY N,N/A,1.524,213.39402578064318,"[-122.33763924552704, 47.672254697562515]","[-122.33737092646156, 47.67240265347044]",['GREEN LAKE PARK']
1392,32302,1.0,0,0,NW,EAST GREEN LAKE WAY N,N/A,1.524,3.4284733760728776,"[-122.33767462372666, 47.67223518928364]","[-122.33763924552704, 47.672254697562515]",['GREEN LAKE PARK']
1393,32306,1.0,36,0,N,NE 73RD ST,concrete,1.905,147.58069031364462,"[-122.32487779643203, 47.68128928863585]","[-122.32299054821601, 47.68166195820841]",[]
1394,32320,0.0,3,0,SE,AURORA AVE N,N/A,1.2191999999999998,89.22572748086833,"[-122.34622853121992, 47.67670621761116]","[-122.34628563605806, 47.67663175700136]",['GREEN LAKE PARK']
1395,32321,0.0,3,0,SE,AURORA AVE N,N/A,1.2191999999999998,13.85797769235254,"[-122.3461436210323, 47.67681693395132]","[-122.34622853121992, 47.67670621761116]",['GREEN LAKE PARK']
1396,32342,1.0,53,0,W,ROOSEVELT WAY NE,concrete,1.8288,68.55217747614336,"[-122.31763195819622, 47.685349063846864]","[-122.31764270091755, 47.68596581202303]",[]
1397,32351,1.0,-23,0,SW,KIRKWOOD PL N,concrete,1.8288,164.26646585865657,"[-122.33087795760622, 47.66756635847891]","[-122.33176446977419, 47.668917589832176]",[]
1398,32360,1.0,76,0,N,N 60TH ST,concrete,1.8288,98.88016279892958,"[-122.3323021072492, 47.672366403540536]","[-122.33098498738309, 47.67235710473659]",[]
1399,32361,1.0,76,0,N,N 60TH ST,concrete,1.8288,9.71635936028488,"[-122.33243153273689, 47.67236731646235]","[-122.3323021072492, 47.672366403540536]",[]
1400,32375,1.0,34,0,SW,GREEN LAKE DR N,concrete,1.8288,103.07796017606718,"[-122.33943994534944, 47.68626955870655]","[-122.34050043046643, 47.6868589300553]",[]
1401,32422,1.0,0,0,NW,WOODLAWN AVE NE,concrete,1.8288,5.1824664658696635,"[-122.32552032930717, 47.67833494089128]","[-122.32546783839692, 47.678365232193265]",[]
1402,32423,1.0,-4,0,NW,WOODLAWN AVE NE,concrete,1.8288,65.10899237312516,"[-122.32617978431675, 47.67795437944098]","[-122.32552032930717, 47.67833494089128]",[]
1403,32493,0.0,-39,0,S,NE 80TH ST,concrete,1.8288,88.53646518926485,"[-122.32306222798144, 47.686724230902016]","[-122.32424177922613, 47.68673792163296]",[]
1404,32496,0.0,70,0,E,LINDEN AVE N,concrete,1.8288,70.40563916745141,"[-122.34834652598583, 47.675263164560086]","[-122.34839025212548, 47.67519784390159]",[]
1405,32529,0.0,18,0,E,DAYTON AVE N,concrete,1.8288,88.06867612896747,"[-122.3525285735136, 47.67775506495704]","[-122.3525600103969, 47.67696295732133]",[]
1406,32566,0.0,-1,0,S,N 71ST ST,concrete,1.8288,180.80044617404678,"[-122.34739968714585, 47.68025103174467]","[-122.3498085035845, 47.680255719996474]",[]
1407,32635,0.0,-35,0,E,AURORA AVE N,concrete,2.8447999999999998,68.4949421720976,"[-122.3443287950836, 47.68616949786296]","[-122.34432738527718, 47.68555322122971]",[]
1408,32636,0.0,0,0,E,AURORA AVE N,concrete,2.8447999999999998,6.279622108189626,"[-122.34432892433263, 47.68622599815368]","[-122.3443287950836, 47.68616949786296]",[]
1409,32644,0.0,36,0,E,MERIDIAN AVE N,concrete,1.8288,73.85852582701341,"[-122.3334504367242, 47.67517757375761]","[-122.33345636661666, 47.67451304946202]",[]
1410,32677,0.0,46,0,NE,KIRKWOOD PL N,concrete,1.8288,163.65156049971685,"[-122.33330915713259, 47.671547989622496]","[-122.33242550899507, 47.67020193955511]",[]
1411,32693,0.0,-50,0,S,N 51ST ST,concrete,1.8288,188.68182509168255,"[-122.33380847124776, 47.66571580998577]","[-122.33632160082266, 47.665716556729755]",[]
1412,32739,1.0,27,0,SW,WOODLAWN AVE NE,concrete,1.8288,64.45441367699625,"[-122.32531228735284, 47.681202015364505]","[-122.32572033463714, 47.681524622223144]",[]
1413,32742,0.0,0,0,SE,WOODLAWN AVE N,concrete,1.8288,5.737394280591784,"[-122.33091362758523, 47.67727162881012]","[-122.33093269720203, 47.67722163945011]",[]
1414,32743,0.0,22,0,SE,WOODLAWN AVE N,concrete,1.8288,73.5187846625004,"[-122.33013990443679, 47.677528007627906]","[-122.33049975333452, 47.67753994974841]",[]
1415,32797,1.0,-126,0,N,N 62ND ST,concrete,1.8288,97.20019782209496,"[-122.34986152128936, 47.673927906013404]","[-122.34856668778424, 47.67392303254904]",[]
1416,32812,1.0,12,0,N,NE 75TH ST,concrete,1.8288,67.98301799834105,"[-122.31849971535618, 47.68317954189141]","[-122.31759406405632, 47.68316868246047]",[]
1417,32821,0.0,7,0,E,1ST AVE NE,concrete,1.8288,66.69638071196823,"[-122.32814096198388, 47.67151189657712]","[-122.32815047969748, 47.670911835409846]",[]
1418,32828,0.0,-2,0,E,DAYTON AVE N,concrete,1.8288,68.762265177041,"[-122.35242139232663, 47.68616222966665]","[-122.35234815346006, 47.68554552638569]",[]
1419,32941,1.0,14,0,W,FREMONT AVE N,concrete,1.8288,69.7711793255792,"[-122.34997460923064, 47.6803683696578]","[-122.34997528870646, 47.68099613057915]",[]
1420,32951,1.0,-39,0,W,LINDEN AVE N,concrete,1.8288,20.274073577996415,"[-122.34857634612275, 47.67249799767577]","[-122.34857508513417, 47.67268041041727]",[]
1421,32961,0.0,9,0,E,EVANSTON AVE N,concrete,1.8288,66.79993987052814,"[-122.35132795065248, 47.673108545273145]","[-122.35133207915948, 47.67250752326588]",[]
1422,32966,1.0,19,0,W,FREMONT AVE N,concrete,1.8288,66.1760013020876,"[-122.34997978387105, 47.679660525745746]","[-122.34997500076283, 47.68025593079629]",[]
1423,32986,0.0,30,0,E,CORLISS AVE N,concrete,1.8288,53.38993492088775,"[-122.33081131665455, 47.67283627697519]","[-122.33081852546084, 47.6723559297776]",[]
1424,32987,0.0,33,0,E,1ST AVE NE,concrete,1.8288,72.80997410985961,"[-122.32810885126884, 47.6735744652874]","[-122.3281190943756, 47.67291939986044]",[]
1425,33015,0.0,-16,0,E,5TH AVE NE,concrete,1.6764,69.49427784468723,"[-122.322757805841, 47.68156471797966]","[-122.322748139188, 47.680939483995964]",[]
1426,33033,1.0,-56,0,W,WOODLAND PL N,concrete,1.8288,66.86476930072718,"[-122.34776308220678, 47.673920114841366]","[-122.34776493658133, 47.674521724971285]",[]
1427,33063,1.0,41,0,N,N 59TH ST,concrete,1.8288,189.48930623675065,"[-122.33082968669811, 47.671643232627225]","[-122.3283056541486, 47.67162550200057]",[]
1428,33080,0.0,49,0,S,N 61ST ST,concrete,1.8288,40.84688646940864,"[-122.34742538491577, 47.67309517830859]","[-122.34796950314816, 47.67309794038137]",[]
1429,33112,0.0,52,0,E,4TH AVE NE,concrete,1.8288,155.15958751885066,"[-122.3243186457169, 47.6758137179504]","[-122.32434144862562, 47.67441776778436]",[]
1430,33113,0.0,-69,0,S,N 77TH ST,concrete,1.8288,67.02316857973187,"[-122.3283901048068, 47.68499002824024]","[-122.32928301227004, 47.685000306079615]",[]
1431,33120,0.0,112,0,S,NE 52ND ST,N/A,1.8288,191.6757588634061,"[-122.32294213437633, 47.666363973292285]","[-122.32549502950361, 47.666382134784726]",[]
1432,33154,0.0,-6,0,S,N 59TH ST,concrete,1.8288,56.39586677365759,"[-122.35452680492595, 47.67176847642798]","[-122.35455759984224, 47.67177605700031]",[]
1433,33183,1.0,-159,0,N,N 70TH ST,N/A,1.8288,35.62515785994493,"[-122.35316398930011, 47.67971166139198]","[-122.35268935718392, 47.679710859993556]",[]
1434,33184,1.0,0,0,N,N 70TH ST,N/A,1.8288,7.033158761388494,"[-122.35325769171082, 47.679711819372905]","[-122.35316398930011, 47.67971166139198]",[]
1435,33191,0.0,-87,0,S,N 63RD ST,concrete,1.8288,163.11692274605346,"[-122.33095399368294, 47.674373283347876]","[-122.33312669503432, 47.67439677465043]",[]
1436,33262,1.0,8,0,N,NE 65TH ST,concrete,1.8288,46.64409647979396,"[-122.32806608626203, 47.67600524912209]","[-122.3274450224934, 47.67599158358457]",[]
1437,33263,1.0,0,0,N,NE 65TH ST,concrete,1.8288,6.537105776897305,"[-122.32815312752123, 47.67600716405987]","[-122.32806608626203, 47.67600524912209]",[]
1438,33364,0.0,18,0,S,WOODLAWN AVE N,concrete,1.8288,30.932868604498307,"[-122.32955161187895, 47.677512255573994]","[-122.32996291556945, 47.67752955079135]",[]
1439,33440,1.0,0,0,W,MERIDIAN AVE N,concrete,1.8288,6.323218436986663,"[-122.33362877611066, 47.672866022526456]","[-122.33362831433513, 47.67292291435981]",[]
1440,33441,1.0,-42,0,W,MERIDIAN AVE N,concrete,1.8288,54.55126488918512,"[-122.33363275984198, 47.67237520892403]","[-122.33362877611066, 47.672866022526456]",[]
1441,33442,1.0,0,0,W,MERIDIAN AVE N,concrete,1.8288,6.214710999535948,"[-122.33363321367769, 47.67231929335825]","[-122.33363275984198, 47.67237520892403]",[]
1442,33690,0.0,58,0,E,SUNNYSIDE AVE N,concrete,1.8288,69.5013843885494,"[-122.32931560770857, 47.678269006042875]","[-122.32937268263126, 47.677644862417466]",[]
1443,33797,0.0,-16,0,S,NE 73RD ST,concrete,1.8288,67.10822835118232,"[-122.3218645592813, 47.681538171245286]","[-122.322757805841, 47.68156471797966]",[]
1444,33808,0.0,1,0,NE,EAST GREEN LAKE DR N,concrete,1.8288,186.00369657963245,"[-122.32947927436607, 47.68269058879348]","[-122.3293284454538, 47.68266042294757]",[]
1445,33813,0.0,8,0,E,DAYTON AVE N,concrete,1.8288,66.73097199320108,"[-122.35278934257788, 47.67311312516732]","[-122.35279338664242, 47.672512723360676]",[]
1446,33827,0.0,58,0,E,FREMONT AVE N,concrete,1.8288,70.38802770098056,"[-122.34981924016009, 47.6760137420722]","[-122.3498480727866, 47.67538072984379]",[]
1447,33868,1.0,0,0,W,DAYTON AVE N,concrete,1.8288,69.32608488907157,"[-122.3524963437898, 47.68480926311363]","[-122.35250727521247, 47.68543297547941]",[]
1448,33943,1.0,61,0,N,N 52ND ST,concrete,1.8288,188.63012555152383,"[-122.33631360677111, 47.66655219255856]","[-122.33380112576961, 47.66655135240602]",[]
1449,33972,0.0,-35,0,NE,GREEN LAKE DR N,concrete,1.8288,87.52002234381708,"[-122.34010318183938, 47.686866908928906]","[-122.33918450514042, 47.686381856688676]",[]
1450,33979,0.0,53,0,S,NE 60TH ST,concrete,1.8288,63.02863647362313,"[-122.32454420035427, 47.67219908811034]","[-122.32538375909597, 47.672205182561605]",[]
1451,33980,0.0,0,0,S,NE 60TH ST,concrete,1.8288,6.247724211627432,"[-122.32446097896677, 47.67219848366223]","[-122.32454420035427, 47.67219908811034]",[]
1452,33996,1.0,-47,0,N,NE 60TH ST,concrete,1.8288,48.80895821721292,"[-122.32079419407359, 47.67228541612393]","[-122.32014404561374, 47.67228063455312]",[]
1453,34002,0.0,22,0,E,8TH AVE NE,concrete,1.8288,68.15585015983505,"[-122.3200183570259, 47.669264135899034]","[-122.32002038602992, 47.66865091058915]",[]
1454,34038,1.0,-32,0,W,CORLISS AVE N,concrete,1.8288,71.88555287612625,"[-122.3309403514556, 47.675253427236406]","[-122.33093023914127, 47.67590017563648]",[]
1455,34077,1.0,-75,0,W,WOODLAND PL N,concrete,1.8288,70.41385416859939,"[-122.34805680217566, 47.67321071388168]","[-122.34795250447668, 47.673340948164466]",[]
1456,34102,1.0,29,0,N,N 55TH ST,concrete,1.2191999999999998,34.74059025397412,"[-122.33359790046254, 47.66876671121541]","[-122.33313516411945, 47.66876423159236]",[]
1457,34148,1.0,29,0,W,8TH AVE NE,concrete,1.8288,68.55168125239184,"[-122.32031383864867, 47.68536295743034]","[-122.32032339709903, 47.68597971018324]",[]
1458,34162,1.0,-58,0,N,N 74TH ST,concrete,1.8288,188.63252507725852,"[-122.35248644189123, 47.682613623743855]","[-122.34997315687956, 47.682616331663645]",[]
1459,34190,1.0,-10,0,W,CORLISS AVE N,concrete,1.8288,66.72013418943646,"[-122.33099614652728, 47.67164439617393]","[-122.33098671421853, 47.67224467177172]",[]
1460,34278,0.0,0,0,E,1ST AVE NE,concrete,1.8288,68.05804845452097,"[-122.32816365620407, 47.6700595996222]","[-122.3281732806396, 47.66944728687053]",[]
1461,34292,1.0,35,0,W,AURORA AVE N,concrete,1.8288,68.49630870219674,"[-122.34466462898078, 47.68555286083621]","[-122.34466776018049, 47.686169146891984]",[]
1462,34294,1.0,-10,0,N,NE 55TH ST,concrete,1.8288,27.577092307788174,"[-122.32055415201435, 47.66865463090874]","[-122.32018684184786, 47.66865201433474]",[]
1463,34295,1.0,0,0,N,NE 55TH ST,concrete,1.8288,6.182823219408179,"[-122.32063650348157, 47.668655217386984]","[-122.32055415201435, 47.66865463090874]",[]
1464,34321,0.0,-34,0,E,LATONA AVE NE,concrete,1.8288,67.48925319649395,"[-122.32553336138174, 47.68495624790133]","[-122.32552509420685, 47.68434904571884]",[]
1465,34324,0.0,-99,0,E,6TH AVE NE,concrete,1.8288,65.41109344551164,"[-122.3214974652942, 47.68525664869546]","[-122.32149872664381, 47.68466811975682]",[]
1466,34340,0.0,-44,0,E,DAYTON AVE N,concrete,1.8288,60.938483161417004,"[-122.3525200414835, 47.68025743244189]","[-122.35252287028916, 47.679709146027285]",[]
1467,34354,1.0,-50,0,N,NE 65TH ST,concrete,1.8288,104.93902051988779,"[-122.32727732269612, 47.67600258105293]","[-122.32587950885276, 47.67598722280804]",[]
1468,34366,1.0,0,0,W,STONE AVE N,concrete,1.8288,6.263329600059977,"[-122.3418852645946, 47.68615495083242]","[-122.3418855571213, 47.68621130424154]",[]
1469,34367,1.0,30,0,W,STONE AVE N,concrete,1.8288,66.71736919272657,"[-122.34188214858189, 47.68555467084472]","[-122.3418852645946, 47.68615495083242]",[]
1470,34370,1.0,-18,0,W,7TH AVE NE,concrete,1.8288,125.67340673890882,"[-122.32077933827436, 47.66594231460183]","[-122.3207716085141, 47.66707303959064]",[]
1471,34394,0.0,-46,0,E,SUNNYSIDE AVE N,concrete,1.8288,188.05557116960412,"[-122.32928301227004, 47.685000306079615]","[-122.32926144832837, 47.68330835670141]",[]
1472,34438,1.0,-45,0,W,FRANCIS AVE N,concrete,1.8288,68.75473039163174,"[-122.35348755325693, 47.67539040623641]","[-122.35348424089253, 47.675996007709664]",[]
1473,34446,0.0,0,0,E,PHINNEY AVE N,asphalt,2.4383999999999997,6.208425194896977,"[-122.35426441524463, 47.669164467153834]","[-122.35426483102987, 47.669108607873966]",['WOODLAND PARK ZOO']
1474,34447,0.0,16,0,E,PHINNEY AVE N,asphalt,2.4383999999999997,63.68034956528128,"[-122.35426015041331, 47.66973742054538]","[-122.35426441524463, 47.669164467153834]",['WOODLAND PARK ZOO']
1475,34448,0.0,0,0,E,PHINNEY AVE N,asphalt,2.4383999999999997,6.291433019982372,"[-122.35425972905185, 47.669794026668164]","[-122.35426015041331, 47.66973742054538]",['WOODLAND PARK ZOO']
