,curbramps,marked,st_pkey,street_name,geometry
30745,1,0,17340,NE 68TH ST,"LINESTRING (-122.3037763138862 47.67767747384201, -122.3037735729002 47.67756503365967)"
30746,0,0,12461,RAVENNA AVE NE,"LINESTRING (-122.3038171708942 47.67935412629309, -122.3039836895369 47.67935425992814)"
30747,0,0,12462,RAVENNA AVE NE,"LINESTRING (-122.3039864040467 47.67946670125855, -122.3038198859142 47.67946656667603)"
30748,0,0,17393,NE 70TH ST,"LINESTRING (-122.3039836895369 47.67935425992814, -122.3039864040467 47.67946670125855)"
30749,0,0,17394,NE 70TH ST,"LINESTRING (-122.3038198859142 47.67946656667603, -122.3038171708942 47.67935412629309)"
30750,0,0,12462,RAVENNA AVE NE,"LINESTRING (-122.3038606940145 47.68117283405594, -122.3040272160404 47.68117290434186)"
30751,0,0,12463,RAVENNA AVE NE,"LINESTRING (-122.3040299531003 47.68128534369328, -122.3038634291427 47.68128527415355)"
30752,0,0,17474,NE 73RD ST,"LINESTRING (-122.3040272160404 47.68117290434186, -122.3040299531003 47.68128534369328)"
30753,0,0,17475,NE 73RD ST,"LINESTRING (-122.3038634291427 47.68128527415355, -122.3038606940145 47.68117283405594)"
30754,1,0,12463,RAVENNA AVE NE,"LINESTRING (-122.3039051694339 47.68297187638845, -122.3040716969384 47.68297187229975)"
30755,1,0,12464,RAVENNA AVE NE,"LINESTRING (-122.3040754060659 47.68312270393037, -122.3039088786941 47.68312270887489)"
30756,1,0,17520,NE 75TH ST,"LINESTRING (-122.3040716969384 47.68297187229975, -122.3040754060659 47.68312270393037)"
30757,1,0,17521,NE 75TH ST,"LINESTRING (-122.3039088786941 47.68312270887489, -122.3039051694339 47.68297187638845)"
30758,0,0,12464,RAVENNA AVE NE,"LINESTRING (-122.3039499603145 47.68480419686202, -122.3041164916374 47.68480413452993)"
30759,0,0,12465,RAVENNA AVE NE,"LINESTRING (-122.3040794704799 47.68491659394891, -122.3038800098164 47.68491664861003)"
30760,0,0,17573,NE 77TH ST,"LINESTRING (-122.3041164916374 47.68480413452993, -122.3040794704799 47.68491659394891)"
30761,0,0,17574,NE 77TH ST,"LINESTRING (-122.3038800098164 47.68491664861003, -122.3039499603145 47.68480419686202)"
30762,0,0,12465,RAVENNA AVE NE,"LINESTRING (-122.3029802561169 47.68583870836554, -122.3031192968872 47.68590057351637)"
30763,0,0,351569,RAVENNA AVE NE,"LINESTRING (-122.3029106098064 47.6861186544258, -122.3027707411096 47.68605764448248)"
30764,0,0,351570,NE 80TH ST,"LINESTRING (-122.3030836246679 47.68609498808163, -122.3029106098064 47.6861186544258)"
30765,1,0,12466,RAVENNA AVE NE,"LINESTRING (-122.3027005273388 47.68633825856037, -122.3025606517951 47.68627725411785)"
30766,1,0,17625,NE 80TH ST,"LINESTRING (-122.3028357410885 47.68619691610445, -122.3027005273388 47.68633825856037)"
30767,1,0,351569,RAVENNA AVE NE,"LINESTRING (-122.3026958720041 47.68613590595326, -122.3028357410885 47.68619691610445)"
30768,0,0,12466,RAVENNA AVE NE,"LINESTRING (-122.3022362634323 47.68661638295501, -122.3023761394957 47.68667738779206)"
30769,0,0,12469,RAVENNA AVE NE,"LINESTRING (-122.301501788971 47.68844575354246, -122.3017745759656 47.68845161062123)"
30770,1,0,12470,RAVENNA AVE NE,"LINESTRING (-122.3017395868554 47.68856342414759, -122.3015603153627 47.68855964204388)"
30771,0,0,17676,NE 82ND ST,"LINESTRING (-122.3017745759656 47.68845161062123, -122.3017395868554 47.68856342414759)"
30772,0,0,17677,NE 82ND ST,"LINESTRING (-122.3015603153627 47.68855964204388, -122.301501788971 47.68844575354246)"
30773,1,0,12470,RAVENNA AVE NE,"LINESTRING (-122.3014167236028 47.68938773975643, -122.301586544498 47.68940187194134)"
30774,1,0,12471,RAVENNA AVE NE,"LINESTRING (-122.3015617398968 47.68952359100441, -122.3013963761045 47.68950681928533)"
30775,1,0,17694,NE 83RD ST,"LINESTRING (-122.3013963761045 47.68950681928533, -122.3014167236028 47.68938773975643)"
30776,1,0,17715,NE 85TH ST,"LINESTRING (-122.3017324933287 47.6902048476119, -122.3017858635166 47.6903311880283)"
30777,1,0,17741,NE 86TH ST,"LINESTRING (-122.3020968318322 47.69111618551919, -122.3021468456243 47.69124251444524)"
30778,1,0,17792,NE 89TH ST,"LINESTRING (-122.3028186418579 47.69293996000933, -122.3028857360751 47.69306638406379)"
30779,0,0,12476,RAVENNA AVE NE,"LINESTRING (-122.3052409633113 47.69569150389448, -122.3054220113803 47.69568605292248)"
30780,1,0,16158,NE 100TH ST,"LINESTRING (-122.2998124372112 47.70121310139896, -122.2999045761686 47.70109425256773)"
30781,1,0,16194,NE 103RD ST,"LINESTRING (-122.2987337617961 47.70314332271916, -122.2988107605465 47.70301765272117)"
30782,1,0,16236,NE 105TH ST,"LINESTRING (-122.2973614812886 47.70484326733453, -122.297500715816 47.70472410964019)"
30783,1,0,12484,RAVENNA PL NE,"LINESTRING (-122.3013198350695 47.66624052381912, -122.3011974193016 47.66636496143796)"
30784,1,0,17966,NE BLAKELEY ST,"LINESTRING (-122.3011559118992 47.66620655575111, -122.3013198350695 47.66624052381912)"
30785,0,0,17967,NE BLAKELEY ST,"LINESTRING (-122.3011018625158 47.66633533166539, -122.3011559118992 47.66620655575111)"
30786,0,1,12485,RAVENNA PL NE,"LINESTRING (-122.3025931572452 47.66791744515042, -122.3027828525354 47.66783795093306)"
30787,1,0,17010,NE 54TH ST,"LINESTRING (-122.3026962018386 47.66803142232312, -122.3025931572452 47.66791744515042)"
30788,1,0,613104,RAVENNA PL NE,"LINESTRING (-122.3028914144865 47.66795827507294, -122.3026962018386 47.66803142232312)"
30789,1,0,12488,RAYE ST,"LINESTRING (-122.3545943715832 47.64318497481911, -122.3545958338138 47.64329741650877)"
30790,0,0,12489,RAYE ST,"LINESTRING (-122.3544294550173 47.64329723317921, -122.3544280525586 47.64318812934998)"
30791,0,0,13455,WARREN AVE N,"LINESTRING (-122.3544280525586 47.64318812934998, -122.3545943715832 47.64318497481911)"
30792,0,0,13456,WARREN AVE N,"LINESTRING (-122.3545958338138 47.64329741650877, -122.3544294550173 47.64329723317921)"
30793,0,0,12493,RED AVE E,"LINESTRING (-122.329172566405 47.63830394859237, -122.3289861923089 47.63830389416999)"
30794,0,0,13850,E BOSTON ST,"LINESTRING (-122.3291726423606 47.63819150894301, -122.329172566405 47.63830394859237)"
30795,0,0,13851,E BOSTON ST,"LINESTRING (-122.3289861923089 47.63830389416999, -122.3289862601104 47.63819145452025)"
30796,0,0,12499,RENTON AVE S,"LINESTRING (-122.2927529945976 47.56522256631516, -122.2925714389864 47.56517379573859)"
30797,1,0,587360,S ADAMS ST,"LINESTRING (-122.2927217166744 47.56510889348872, -122.2927529945976 47.56522256631516)"
30798,0,0,587361,RENTON AVE S,"LINESTRING (-122.2925587948089 47.56513088500683, -122.2927217166744 47.56510889348872)"
30799,1,0,12500,RENTON AVE S,"LINESTRING (-122.2923337131365 47.56437724201255, -122.2925028655043 47.5643735373616)"
30800,0,0,20090,S GENESEE ST,"LINESTRING (-122.2923721677983 47.56449751797683, -122.2923337131365 47.56437724201255)"
30801,1,0,584871,S GENESEE ST,"LINESTRING (-122.2925028655043 47.5643735373616, -122.2925375307986 47.56448381776615)"
30802,0,0,587361,RENTON AVE S,"LINESTRING (-122.2925375307986 47.56448381776615, -122.2923721677983 47.56449751797683)"
30803,1,0,12500,RENTON AVE S,"LINESTRING (-122.2920022764753 47.56288934866692, -122.2918313109072 47.56288766237691)"
30804,1,0,12501,RENTON AVE S,"LINESTRING (-122.2917907373981 47.56277530794128, -122.2919691161974 47.56277629849089)"
30805,1,0,21024,S OREGON ST,"LINESTRING (-122.2919691161974 47.56277629849089, -122.2920022764753 47.56288934866692)"
30806,1,0,21026,S OREGON ST,"LINESTRING (-122.2918313109072 47.56288766237691, -122.2917907373981 47.56277530794128)"
30807,0,0,12502,RENTON AVE S,"LINESTRING (-122.2871632221243 47.55550718874377, -122.2870048160803 47.55554101309965)"
30808,1,0,12503,RENTON AVE S,"LINESTRING (-122.2869517743047 47.55542838988818, -122.2871099428908 47.5553940609412)"
30809,1,0,19801,S DAWSON ST,"LINESTRING (-122.2870048160803 47.55554101309965, -122.2869517743047 47.55542838988818)"
30810,1,0,12503,RENTON AVE S,"LINESTRING (-122.2869921242057 47.55514529789347, -122.2868339560031 47.55517962685514)"
30811,0,0,12504,RENTON AVE S,"LINESTRING (-122.2867802282748 47.5550661794619, -122.2869383980412 47.55503185484899)"
30812,1,0,19800,S DAWSON ST,"LINESTRING (-122.2869383980412 47.55503185484899, -122.2869921242057 47.55514529789347)"
30813,0,0,12504,RENTON AVE S,"LINESTRING (-122.2865947937318 47.55430625896371, -122.2864366285981 47.55434058253942)"
30814,0,0,12505,RENTON AVE S,"LINESTRING (-122.286383483206 47.55422664759445, -122.2865422675711 47.55419366131101)"
30815,1,0,19504,S BENNETT ST,"LINESTRING (-122.2865422675711 47.55419366131101, -122.2865947937318 47.55430625896371)"
30816,0,0,12508,RENTON AVE S,"LINESTRING (-122.285161681413 47.55129233692583, -122.2849725836001 47.55129183913655)"
30817,0,0,12509,RENTON AVE S,"LINESTRING (-122.2849359117757 47.55115187924521, -122.2851250108266 47.55115237170543)"
30818,0,0,20992,S ORCAS ST,"LINESTRING (-122.2851250108266 47.55115237170543, -122.285161681413 47.55129233692583)"
30819,0,0,20993,S ORCAS ST,"LINESTRING (-122.2849725836001 47.55129183913655, -122.2849359117757 47.55115187924521)"
30820,0,0,12511,RENTON AVE S,"LINESTRING (-122.2804534381566 47.53518273275846, -122.2802726677046 47.5352676816898)"
30821,1,0,12512,RENTON AVE S,"LINESTRING (-122.2801973994715 47.53515547244238, -122.2804534381566 47.53518273275846)"
30822,0,0,21527,S WEBSTER ST,"LINESTRING (-122.2802726677046 47.5352676816898, -122.2801973994715 47.53515547244238)"
30823,1,0,12513,RENTON AVE S,"LINESTRING (-122.2787220216299 47.53258837479281, -122.278475781058 47.53254957258221)"
30824,0,0,12514,RENTON AVE S,"LINESTRING (-122.2784396565306 47.53242384920135, -122.2786817131558 47.53244779651352)"
30825,1,0,19640,S CHICAGO ST,"LINESTRING (-122.2786817131558 47.53244779651352, -122.2787220216299 47.53258837479281)"
30826,0,0,19641,S CHICAGO ST,"LINESTRING (-122.278475781058 47.53254957258221, -122.2784396565306 47.53242384920135)"
30827,1,0,12514,RENTON AVE S,"LINESTRING (-122.2786223109496 47.53224143924791, -122.2783957589714 47.5322713510724)"
30828,1,0,12515,RENTON AVE S,"LINESTRING (-122.278363448565 47.53215914671286, -122.2785899919413 47.5321292067005)"
30829,1,0,19511,S BOZEMAN ST,"LINESTRING (-122.2785899919413 47.5321292067005, -122.2786223109496 47.53224143924791)"
30830,1,1,12515,RENTON AVE S,"LINESTRING (-122.2784372748041 47.53159919266258, -122.2782022419906 47.53159966088327)"
30831,1,1,12516,RENTON AVE S,"LINESTRING (-122.2781697364338 47.53148735833696, -122.2784047923419 47.53148675826003)"
30832,1,1,20575,S KENYON ST,"LINESTRING (-122.2784047923419 47.53148675826003, -122.2784372748041 47.53159919266258)"
30833,1,1,20576,S KENYON ST,"LINESTRING (-122.2782022419906 47.53159966088327, -122.2781697364338 47.53148735833696)"
30834,1,0,12516,RENTON AVE S,"LINESTRING (-122.2782116226495 47.5297566217026, -122.2779808171725 47.52975628031756)"
30835,0,0,12517,RENTON AVE S,"LINESTRING (-122.2779811821318 47.52963710819032, -122.2782119869358 47.52963741685848)"
30836,1,0,21167,S ROSE CT,"LINESTRING (-122.2782119869358 47.52963741685848, -122.2782116226495 47.5297566217026)"
30837,0,0,12517,RENTON AVE S,"LINESTRING (-122.2782120368849 47.52962024813996, -122.2779812322227 47.52961993989093)"
30838,1,0,12518,RENTON AVE S,"LINESTRING (-122.2779812020905 47.52950749781274, -122.2782120059462 47.52950712847832)"
30839,1,0,21180,S ROSE ST,"LINESTRING (-122.2779812322227 47.52961993989093, -122.2779812020905 47.52950749781274)"
30840,1,0,12518,RENTON AVE S,"LINESTRING (-122.2782112208035 47.52928220200094, -122.2779836289728 47.52928108318887)"
30841,0,0,12519,RENTON AVE S,"LINESTRING (-122.2779822136545 47.52915984391966, -122.2782161864139 47.52915621766071)"
30842,1,0,21179,S ROSE ST,"LINESTRING (-122.2782161864139 47.52915621766071, -122.2782112208035 47.52928220200094)"
30843,1,0,12520,RENTON AVE S,"LINESTRING (-122.2778038707953 47.52795832161144, -122.27758246249 47.52800245665862)"
30844,0,0,12521,RENTON AVE S,"LINESTRING (-122.2775305418042 47.52788352147981, -122.2777517046091 47.52783882647478)"
30845,1,0,21390,S THISTLE ST,"LINESTRING (-122.2777517046091 47.52783882647478, -122.2778038707953 47.52795832161144)"
30846,0,0,12521,RENTON AVE S,"LINESTRING (-122.2775836468742 47.52745733641999, -122.2773624855378 47.52750203111162)"
30847,1,0,12522,RENTON AVE S,"LINESTRING (-122.2773082161454 47.5273761508174, -122.2775299430878 47.52733276198569)"
30848,1,0,19585,S CAMANO PL,"LINESTRING (-122.2773624855378 47.52750203111162, -122.2773082161454 47.5273761508174)"
30849,1,1,12522,RENTON AVE S,"LINESTRING (-122.2770810567938 47.52618075639738, -122.2768467408195 47.52618890767206)"
30850,1,1,12523,RENTON AVE S,"LINESTRING (-122.2768038739999 47.52604903011898, -122.2770410941003 47.52605733074388)"
30851,1,1,19661,S CLOVERDALE ST,"LINESTRING (-122.2770410941003 47.52605733074388, -122.2770810567938 47.52618075639738)"
30852,1,1,19662,S CLOVERDALE ST,"LINESTRING (-122.2768467408195 47.52618890767206, -122.2768038739999 47.52604903011898)"
30853,1,0,12523,RENTON AVE S,"LINESTRING (-122.2766992191312 47.52431064284634, -122.2764684867602 47.52431697968569)"
30854,1,0,12524,RENTON AVE S,"LINESTRING (-122.2764526814777 47.52419099796423, -122.2766843415002 47.52419816145149)"
30855,1,0,21412,S TRENTON ST,"LINESTRING (-122.2766843415002 47.52419816145149, -122.2766992191312 47.52431064284634)"
30856,1,0,21413,S TRENTON ST,"LINESTRING (-122.2764684867602 47.52431697968569, -122.2764526814777 47.52419099796423)"
30857,1,1,12524,RENTON AVE S,"LINESTRING (-122.2765446756893 47.52340732418163, -122.2763060214164 47.52339583383721)"
30858,1,1,12525,RENTON AVE S,"LINESTRING (-122.2762402025678 47.52322298228537, -122.2764800152854 47.52321790538345)"
30859,1,1,20240,S HENDERSON ST,"LINESTRING (-122.2764800152854 47.52321790538345, -122.2765446756893 47.52340732418163)"
30860,1,1,20241,S HENDERSON ST,"LINESTRING (-122.2763060214164 47.52339583383721, -122.2762402025678 47.52322298228537)"
30861,1,0,12525,RENTON AVE S,"LINESTRING (-122.2740379406105 47.52117081743098, -122.273865608744 47.52127478286043)"
30862,1,0,12526,RENTON AVE S,"LINESTRING (-122.2737242648839 47.52116723792035, -122.2738969849892 47.52106356882089)"
30863,1,0,19448,S BARTON ST,"LINESTRING (-122.2738969849892 47.52106356882089, -122.2740379406105 47.52117081743098)"
30864,1,0,12526,RENTON AVE S,"LINESTRING (-122.271677970794 47.51910586595358, -122.2714162619797 47.51910410660541)"
30865,0,0,12527,RENTON AVE S,"LINESTRING (-122.2713384170529 47.51899129124586, -122.2715684638275 47.51895637434612)"
30866,1,0,20013,S FLETCHER ST,"LINESTRING (-122.2717638840627 47.51899407754093, -122.271677970794 47.51910586595358)"
30867,1,0,337567,RENTON AVE S,"LINESTRING (-122.2715684638275 47.51895637434612, -122.2717638840627 47.51899407754093)"
30868,1,0,340517,S FLETCHER ST,"LINESTRING (-122.2714162619797 47.51910410660541, -122.2713384170529 47.51899129124586)"
30869,1,0,12527,RENTON AVE S,"LINESTRING (-122.2711485138535 47.518270103606, -122.2709335936305 47.51832686495173)"
30870,1,0,12528,RENTON AVE S,"LINESTRING (-122.2708603637137 47.51821397391451, -122.2710704720882 47.51814942426871)"
30871,1,0,19590,S CAMBRIDGE ST,"LINESTRING (-122.2709335936305 47.51832686495173, -122.2708603637137 47.51821397391451)"
30872,1,1,12531,RENTON AVE S,"LINESTRING (-122.2693477892595 47.5167881659324, -122.2696818888969 47.5167901454465)"
30873,1,0,21197,S ROXBURY ST,"LINESTRING (-122.2695581610721 47.51692929074684, -122.2693477892595 47.5167881659324)"
30874,1,0,12535,RENTON AVE S,"LINESTRING (-122.2643450052806 47.51327797717347, -122.2642050890855 47.51337563658467)"
30875,1,0,12536,RENTON AVE S,"LINESTRING (-122.2639892176516 47.51326175346798, -122.2641499986662 47.51314963391151)"
30876,1,0,20937,S NORFOLK ST,"LINESTRING (-122.2642050890855 47.51337563658467, -122.2639892176516 47.51326175346798)"
30877,1,0,12537,RENTON AVE S,"LINESTRING (-122.2616182611216 47.51170014733714, -122.2617790230037 47.51158801835023)"
30878,1,0,19725,S COOPER ST,"LINESTRING (-122.2618123322501 47.51182623698432, -122.2616182611216 47.51170014733714)"
30879,1,0,337245,RENTON AVE S,"LINESTRING (-122.2619631604639 47.51170920252941, -122.2618123322501 47.51182623698432)"
30880,1,0,12537,RENTON AVE S,"LINESTRING (-122.2604498223882 47.51071322221819, -122.2602890607769 47.51082534901121)"
30881,1,1,12538,RENTON AVE S,"LINESTRING (-122.2601670270983 47.51074475047064, -122.260328572551 47.51063314235328)"
30882,1,0,21423,S VICTOR ST,"LINESTRING (-122.260328572551 47.51063314235328, -122.2604498223882 47.51071322221819)"
30883,1,0,12539,RENTON AVE S,"LINESTRING (-122.2589934652622 47.50975352934706, -122.2587074819103 47.5097563080862)"
30884,1,1,12540,RENTON AVE S,"LINESTRING (-122.2584927346846 47.50964320832666, -122.2588222574372 47.50964226725106)"
30885,1,1,21228,S RYAN ST,"LINESTRING (-122.2588222574372 47.50964226725106, -122.2589934652622 47.50975352934706)"
30886,1,1,21229,S RYAN ST,"LINESTRING (-122.2587074819103 47.5097563080862, -122.2584927346846 47.50964320832666)"
30887,1,0,12540,RENTON AVE S,"LINESTRING (-122.2568702455208 47.50835619047936, -122.2567094044059 47.50846826074334)"
30888,0,0,12541,RENTON AVE S,"LINESTRING (-122.2565903972867 47.50838990250331, -122.2567511334493 47.50827776329172)"
30889,1,0,21127,S PRENTICE ST,"LINESTRING (-122.2567511334493 47.50827776329172, -122.2568702455208 47.50835619047936)"
30890,1,0,12541,RENTON AVE S,"LINESTRING (-122.2566250425109 47.50817807752741, -122.2564417511791 47.50827126039429)"
30891,1,0,12542,RENTON AVE S,"LINESTRING (-122.2562969616591 47.50814134079093, -122.2564782251941 47.50804753398456)"
30892,1,0,21128,S PRENTICE ST,"LINESTRING (-122.2564417511791 47.50827126039429, -122.2562969616591 47.50814134079093)"
30893,1,0,12544,RENTON AVE S,"LINESTRING (-122.2546633425752 47.50634432950784, -122.2544558199987 47.50641345867464)"
30894,1,0,12545,RENTON AVE S,"LINESTRING (-122.2543382938194 47.5063068845195, -122.2545340715261 47.50622339044465)"
30895,1,1,19432,S BANGOR ST,"LINESTRING (-122.2545340715261 47.50622339044465, -122.2546633425752 47.50634432950784)"
30896,1,1,19433,S BANGOR ST,"LINESTRING (-122.2544558199987 47.50641345867464, -122.2543382938194 47.5063068845195)"
30897,1,0,12545,RENTON AVE S,"LINESTRING (-122.2534492527409 47.50522641413448, -122.2532562172102 47.5053124247187)"
30898,1,0,12546,RENTON AVE S,"LINESTRING (-122.2531613299093 47.5052201695113, -122.2533418777803 47.50513193456148)"
30899,1,0,20223,S HAZEL ST,"LINESTRING (-122.2533418777803 47.50513193456148, -122.2534492527409 47.50522641413448)"
30900,1,0,20224,S HAZEL ST,"LINESTRING (-122.2532562172102 47.5053124247187, -122.2531613299093 47.5052201695113)"
30901,1,0,12546,RENTON AVE S,"LINESTRING (-122.2517576214068 47.50366226741156, -122.2515778694604 47.50375123601897)"
30902,1,0,12547,RENTON AVE S,"LINESTRING (-122.2514799852646 47.50366042180868, -122.2516595740171 47.50357154650744)"
30903,1,0,20059,S FOUNTAIN ST,"LINESTRING (-122.2516595740171 47.50357154650744, -122.2517576214068 47.50366226741156)"
30904,1,0,12547,RENTON AVE S,"LINESTRING (-122.2512824013978 47.50322348839889, -122.2511044860168 47.50331201577787)"
30905,1,0,12548,RENTON AVE S,"LINESTRING (-122.2510062056243 47.50322141596731, -122.2511917786907 47.50313640776539)"
30906,1,0,20052,S FOUNTAIN PL,"LINESTRING (-122.2511044860168 47.50331201577787, -122.2510062056243 47.50322141596731)"
30907,0,0,12549,RENTON AVE S,"LINESTRING (-122.2507293288401 47.50252866405843, -122.2505147841957 47.5025803505395)"
30908,0,0,12550,RENTON AVE S,"LINESTRING (-122.2504579576915 47.50246943636184, -122.2506855517236 47.50242781727221)"
30909,1,0,19262,S 112TH PL,"LINESTRING (-122.2505147841957 47.5025803505395, -122.2504579576915 47.50246943636184)"
30910,0,0,12550,RENTON AVE S,"LINESTRING (-122.2500403672676 47.50067122147136, -122.2498362740209 47.50070551630457)"
30911,1,0,12552,RENTON PL S,"LINESTRING (-122.296427538619 47.57213915875722, -122.2962787416169 47.57218919420713)"
30912,0,0,21431,S WALDEN ST,"LINESTRING (-122.2963557714435 47.57203775885983, -122.296427538619 47.57213915875722)"
30913,0,0,21432,S WALDEN ST,"LINESTRING (-122.2962787416169 47.57218919420713, -122.2962026433818 47.57208925250325)"
30914,1,0,12561,REPUBLICAN ST,"LINESTRING (-122.3386071125178 47.62313712882666, -122.3385937246369 47.62328791504915)"
30915,1,0,12562,REPUBLICAN ST,"LINESTRING (-122.3382975844609 47.6232895678269, -122.3382988925057 47.62312776626731)"
30916,1,1,13535,WESTLAKE AVE N,"LINESTRING (-122.3382988925057 47.62312776626731, -122.3386071125178 47.62313712882666)"
30917,1,1,13536,WESTLAKE AVE N,"LINESTRING (-122.3385937246369 47.62328791504915, -122.3382975844609 47.6232895678269)"
30918,1,0,12562,REPUBLICAN ST,"LINESTRING (-122.3372951452893 47.62312414821451, -122.3372735768942 47.62328587663889)"
30919,1,0,12563,REPUBLICAN ST,"LINESTRING (-122.3369895839345 47.62329029153272, -122.3369909584715 47.62311752030315)"
30920,1,0,13121,TERRY AVE N,"LINESTRING (-122.3369909584715 47.62311752030315, -122.3372951452893 47.62312414821451)"
30921,1,0,13122,TERRY AVE N,"LINESTRING (-122.3372735768942 47.62328587663889, -122.3369895839345 47.62329029153272)"
30922,1,0,12567,REPUBLICAN ST,"LINESTRING (-122.3305458101481 47.62303375896081, -122.330547002191 47.62321201564301)"
30923,1,0,12568,REPUBLICAN ST,"LINESTRING (-122.3303196114075 47.62318524816616, -122.3303107010967 47.6230673487054)"
30924,1,0,13748,YALE AVE N,"LINESTRING (-122.3303107010967 47.6230673487054, -122.3305458101481 47.62303375896081)"
30925,1,0,13749,YALE AVE N,"LINESTRING (-122.330547002191 47.62321201564301, -122.3303196114075 47.62318524816616)"
30926,0,0,12570,RIDGEMONT WAY N,"LINESTRING (-122.3563746617522 47.71811990120093, -122.3561979727764 47.71809617580654)"
30927,0,0,15110,N 122ND ST,"LINESTRING (-122.3563900524338 47.71800794354179, -122.3563746617522 47.71811990120093)"
30928,0,0,15111,N 122ND ST,"LINESTRING (-122.3561979727764 47.71809617580654, -122.3562407170782 47.71798750040918)"
30929,0,0,12592,ROOSEVELT WAY NE,"LINESTRING (-122.3177185356443 47.65630043392824, -122.3179923473844 47.65623075547123)"
30930,1,0,12593,ROOSEVELT WAY NE,"LINESTRING (-122.3179406314606 47.65635286220488, -122.3177172473649 47.65635022399641)"
30931,0,0,16743,NE 40TH ALLEY ST,"LINESTRING (-122.3179923473844 47.65623075547123, -122.3179406314606 47.65635286220488)"
30932,1,0,12593,ROOSEVELT WAY NE,"LINESTRING (-122.3177047893015 47.65683170351457, -122.3179298463308 47.65683400657787)"
30933,1,0,12594,ROOSEVELT WAY NE,"LINESTRING (-122.317927767797 47.65692464147323, -122.3177064662719 47.65692223765058)"
30934,1,0,16752,NE 41ST ST,"LINESTRING (-122.3177064662719 47.65692223765058, -122.3177047893015 47.65683170351457)"
30935,1,0,12594,ROOSEVELT WAY NE,"LINESTRING (-122.317692787265 47.65742799854227, -122.3179157253799 47.65743075068705)"
30936,1,1,12595,ROOSEVELT WAY NE,"LINESTRING (-122.3179118680404 47.65758706244543, -122.317688650286 47.65758444105364)"
30937,1,1,16787,NE 42ND ST,"LINESTRING (-122.3179157253799 47.65743075068705, -122.3179118680404 47.65758706244543)"
30938,1,1,12595,ROOSEVELT WAY NE,"LINESTRING (-122.317669936021 47.65831176922569, -122.3178931568921 47.65831439066655)"
30939,1,1,12596,ROOSEVELT WAY NE,"LINESTRING (-122.3178902407069 47.65842685407459, -122.3176669154354 47.65842418987488)"
30940,1,1,16788,NE 42ND ST,"LINESTRING (-122.3176669154354 47.65842418987488, -122.317669936021 47.65831176922569)"
30941,1,0,12596,ROOSEVELT WAY NE,"LINESTRING (-122.3176396685298 47.65939705402789, -122.3178648098639 47.65939993189244)"
30942,1,1,12597,ROOSEVELT WAY NE,"LINESTRING (-122.3178618862344 47.6595123651234, -122.3176363014044 47.65950904608216)"
30943,1,0,16808,NE 43RD ST,"LINESTRING (-122.3178648098639 47.65939993189244, -122.3178618862344 47.6595123651234)"
30944,0,0,12597,ROOSEVELT WAY NE,"LINESTRING (-122.3176277797158 47.65977338628979, -122.3178550651195 47.65977606987589)"
30945,1,1,12598,ROOSEVELT WAY NE,"LINESTRING (-122.317851166835 47.65992687479599, -122.3176198220055 47.65992414684003)"
30946,1,0,16809,NE 43RD ST,"LINESTRING (-122.3176198220055 47.65992414684003, -122.3176277797158 47.65977338628979)"
30947,1,1,12598,ROOSEVELT WAY NE,"LINESTRING (-122.3175631942058 47.66121457854181, -122.3178027606372 47.66121616825041)"
30948,1,1,12599,ROOSEVELT WAY NE,"LINESTRING (-122.317703720573 47.66138279236823, -122.3174717888892 47.66138129548118)"
30949,1,1,16847,NE 45TH ST,"LINESTRING (-122.3178027606372 47.66121616825041, -122.317703720573 47.66138279236823)"
30950,1,0,16848,NE 45TH ST,"LINESTRING (-122.3174717888892 47.66138129548118, -122.3175631942058 47.66121457854181)"
30951,1,1,12599,ROOSEVELT WAY NE,"LINESTRING (-122.3173102623327 47.66303205589129, -122.3175286134729 47.6630622121929)"
30952,1,1,12600,ROOSEVELT WAY NE,"LINESTRING (-122.3175344266859 47.66317469784289, -122.3173028201049 47.6631938226544)"
30953,1,1,16892,NE 47TH ST,"LINESTRING (-122.3175286134729 47.6630622121929, -122.3175344266859 47.66317469784289)"
30954,1,1,16893,NE 47TH ST,"LINESTRING (-122.3173028201049 47.6631938226544, -122.3173102623327 47.66303205589129)"
30955,1,1,12600,ROOSEVELT WAY NE,"LINESTRING (-122.3172848601783 47.66486080960369, -122.3175162487924 47.66486260912833)"
30956,1,1,12601,ROOSEVELT WAY NE,"LINESTRING (-122.317514641709 47.66501069594055, -122.3172912813181 47.66501719867467)"
30957,1,1,16929,NE 50TH ST,"LINESTRING (-122.3175162487924 47.66486260912833, -122.317514641709 47.66501069594055)"
30958,1,0,16930,NE 50TH ST,"LINESTRING (-122.3172912813181 47.66501719867467, -122.3172848601783 47.66486080960369)"
30959,1,0,12601,ROOSEVELT WAY NE,"LINESTRING (-122.3172763626549 47.66638062512423, -122.3174996455441 47.66638173978554)"
30960,1,1,12602,ROOSEVELT WAY NE,"LINESTRING (-122.3174983920762 47.66649422681475, -122.3172751091645 47.66649307112213)"
30961,1,0,16973,NE 52ND ST,"LINESTRING (-122.3172751091645 47.66649307112213, -122.3172763626549 47.66638062512423)"
30962,1,0,12602,ROOSEVELT WAY NE,"LINESTRING (-122.3172687926802 47.66704981454809, -122.317492077966 47.66705097026464)"
30963,1,1,12603,ROOSEVELT WAY NE,"LINESTRING (-122.3174908251377 47.66716340653456, -122.3172675389226 47.66716229116138)"
